,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer
"('5_campaign', 0.05, 1)",0.0021953582763671875,0.06288743019104004,0.0013875961303710938,0.021925926208496094,0.002561330795288086,0.002142190933227539,0.041452646255493164,0.02012181282043457,0.08960103988647461
"('5_campaign', 0.05, 2)",0.0020051002502441406,0.06403398513793945,0.0013318061828613281,0.021257877349853516,0.002466440200805664,0.001528024673461914,0.040457963943481445,0.016756772994995117,0.10466861724853516
"('5_campaign', 0.05, 3)",0.0019378662109375,0.06613826751708984,0.001401662826538086,0.0212249755859375,0.0023832321166992188,0.00152587890625,0.03793525695800781,0.08229231834411621,0.08555817604064941
"('5_campaign', 0.1, 1)",0.0021882057189941406,0.11905670166015625,0.0013060569763183594,0.024945974349975586,0.0026531219482421875,0.0017087459564208984,0.03915286064147949,0.019649505615234375,0.0856328010559082
"('5_campaign', 0.1, 2)",0.0021657943725585938,0.10363006591796875,0.0015902519226074219,0.03207755088806152,0.002680063247680664,0.0015206336975097656,0.03844761848449707,0.01939249038696289,0.09218072891235352
"('5_campaign', 0.1, 3)",0.0021402835845947266,0.11673164367675781,0.0015764236450195312,0.023340225219726562,0.002321958541870117,0.0014874935150146484,0.041230201721191406,0.025923967361450195,0.09171485900878906
"('5_campaign', 0.25, 1)",0.0019943714141845703,0.19825530052185059,0.0014770030975341797,0.030323505401611328,0.002688169479370117,0.0015532970428466797,0.06087183952331543,0.05730938911437988,0.10855340957641602
"('5_campaign', 0.25, 2)",0.002216339111328125,0.18886613845825195,0.001275777816772461,0.028722047805786133,0.0022640228271484375,0.0015492439270019531,0.04155111312866211,0.020229816436767578,0.11128616333007812
"('5_campaign', 0.25, 3)",0.0022084712982177734,0.181671142578125,0.0013248920440673828,0.029082536697387695,0.0026717185974121094,0.0015003681182861328,0.06368160247802734,0.019912242889404297,0.09314727783203125
"('5_campaign', 0.5, 1)",0.002064228057861328,0.25740718841552734,0.0018718242645263672,0.042733192443847656,0.002671957015991211,0.0014481544494628906,0.04279780387878418,0.0250701904296875,0.09032821655273438
"('5_campaign', 0.5, 2)",0.002253293991088867,0.25037312507629395,0.0013802051544189453,0.033425331115722656,0.0023975372314453125,0.0016646385192871094,0.04005122184753418,0.01754617691040039,0.11824202537536621
